Age,Income,Experience,LoanAmount,InterestRate,CreditHistoryLength,CreditScore,LoanApprovalStatus
24,104199,2,15000,5.79,3,661,No
26,104174,1,5000,11.12,2,600,No
24,104324,4,16000,11.12,3,586,No
25,99820,2,12000,10.99,3,684,No
26,104390,6,9250,11.12,4,682,No
26,100305,4,12000,6.91,4,675,No
23,100392,0,12000,7.51,3,570,No
22,103572,2,25000,11.83,4,637,No
22,104394,0,10000,8.94,4,686,No
26,104524,3,16000,14.26,4,666,No
23,104563,1,25000,11.01,3,654,No
22,43909,0,6000,8.9,3,543,No
22,100335,0,12000,11.71,4,636,No
26,100772,4,12000,9.99,3,652,No
24,76843,1,14000,17.58,4,693,Yes
23,104401,0,16000,12.21,3,526,No
24,100640,2,12000,13.23,3,631,No
24,104179,3,15000,13.16,3,658,No
25,76276,3,3000,10.65,2,681,Yes
24,89703,3,8000,15.21,3,631,Yes
26,101699,0,12000,11.01,2,567,No
24,101616,2,12000,6.91,2,620,No
25,104603,6,8000,11.71,4,629,No
23,94644,0,12000,14.96,4,661,Yes
23,104505,2,20000,6.91,2,586,No
24,104764,1,20000,7.29,3,705,No
24,104292,3,16200,11.01,4,578,No
22,95794,0,12000,15.95,3,611,Yes
25,103015,1,12000,12.42,4,709,No
23,90129,1,9000,7.66,2,596,Yes
24,104582,1,12200,7.29,3,556,No
22,104910,0,24000,13.85,2,632,No
23,104248,1,16000,11.86,3,650,No
23,104483,3,14000,7.29,3,569,No
26,104873,4,4300,7.66,2,628,No
24,104835,2,8750,12.72,2,545,No
23,104917,1,20000,12.53,2,591,No
25,103040,0,12000,11.01,2,631,No
23,105393,1,10000,8.49,4,580,No
23,77528,5,3500,7.9,3,659,Yes
24,105507,0,6000,10.65,4,647,No
24,105381,2,4000,6.03,2,546,No
24,77408,1,35000,11.01,3,661,Yes
23,102990,0,12000,10.37,4,638,No
23,105518,5,17000,7.51,3,529,No
23,102994,3,12000,11.01,2,647,No
22,91119,1,8000,15.99,4,521,Yes
23,105448,4,8000,5.99,4,497,No
25,88285,5,12000,11.01,2,596,Yes
22,105631,0,1750,7.49,4,502,No
23,91256,0,8000,7.49,4,641,Yes
24,105162,3,15000,11.01,2,684,No
26,105300,7,10000,9.99,3,696,No
22,105850,0,11200,8.49,4,689,No
22,102774,0,12000,12.84,4,631,No
23,103185,0,12000,9.63,2,562,No
23,102937,0,12000,13.16,4,714,No
22,105535,0,8000,5.79,3,587,No
21,102820,0,12000,11.97,2,668,No
23,105970,1,10000,7.29,4,652,No
24,104219,4,12000,10.65,3,729,No
24,105273,1,10000,10.36,3,665,No
26,104483,2,12000,12.99,2,659,No
25,105422,5,7000,7.51,4,578,No
23,105254,2,15000,14.35,2,559,No
24,105630,1,12000,8.88,3,619,No
24,106016,3,12000,12.68,4,668,No
23,105194,0,12000,12.73,2,597,No
26,106657,4,12000,12.42,2,525,No
22,105534,0,1500,10.99,4,682,No
26,105407,6,25000,12.73,2,694,No
26,105380,3,15000,10.62,2,672,No
24,105608,0,25000,10.99,2,610,No
24,105383,1,12000,8.59,3,609,No
22,44365,0,14500,10.99,3,678,No
23,104997,2,25000,14.96,2,539,No
24,44310,1,12000,11.01,3,627,No
23,77314,0,15000,12.87,4,599,Yes
25,105467,0,5500,14.61,2,506,No
22,105455,0,10000,8.59,3,537,No
25,105277,3,13000,11.26,3,660,No
23,105468,0,10000,11.01,4,652,No
26,105414,4,1000,11.89,3,658,No
22,105779,0,8000,12.21,4,670,No
24,44243,0,4000,13.06,3,691,No
24,109135,0,12000,9.91,2,638,No
23,106005,0,3500,9.32,3,677,No
26,105578,3,15000,14.74,3,699,No
23,105221,0,7500,11.28,2,695,No
26,109257,4,12000,11.01,3,639,No
23,108816,2,12000,8.9,3,652,No
23,44155,2,5500,5.42,2,628,No
23,105412,0,10000,6.92,3,596,No
24,106151,0,12000,5.42,2,555,No
26,105551,2,9600,5.99,4,717,No
26,105989,3,6000,10.28,4,635,No
22,109113,2,12000,12.42,4,650,No
23,44267,0,8000,15.65,4,508,No
21,106128,0,12000,11.01,2,614,No
25,94579,5,12000,14.09,3,651,Yes
22,108875,1,12000,5.79,2,618,No
22,108948,0,12000,11.01,4,687,No
24,105769,3,10000,6.17,4,686,No
21,106129,0,25000,13.98,3,672,No
23,106415,1,1600,9.88,2,702,No
26,105892,3,7500,15.05,2,634,No
24,106083,5,7000,8.88,3,502,No
21,105896,0,12000,5.99,2,502,No
24,105861,3,3600,11.86,4,566,No
24,105698,0,10000,13.49,3,649,No
24,106053,4,3000,5.99,2,568,No
23,105729,2,20000,13.35,4,664,No
24,105879,0,14400,11.01,2,675,No
24,106440,4,25000,10.25,4,618,No
26,106677,4,12000,5.79,4,580,No
24,106473,2,7000,11.99,4,620,No
26,106576,0,8000,6.91,3,698,No
22,108930,0,12000,8.94,3,676,No
25,108931,4,12000,11.48,3,615,No
22,106677,0,16000,11.71,3,673,No
24,106342,4,6000,9.91,2,640,No
26,108787,5,12000,9.38,3,653,No
23,106589,0,12000,11.01,2,673,No
23,106572,3,12475,6.03,4,618,No
23,106704,0,2700,7.9,4,655,No
23,106607,1,15000,12.42,2,649,No
23,110768,1,12000,5.42,3,666,No
24,106245,2,8000,5.99,4,615,No
25,111182,3,12000,13.43,3,545,No
24,91725,2,12000,11.01,4,546,Yes
24,111759,2,12000,14.46,2,615,No
24,112094,3,12000,7.51,3,683,No
22,106506,0,5000,11.11,4,584,No
26,111684,2,12000,11.71,3,576,No
23,106285,0,18150,12.68,2,597,No
25,112370,4,12000,11.01,3,499,No
24,106533,1,25000,14.54,2,518,No
26,106501,2,3800,6.54,2,588,No
24,114721,0,12000,11.89,4,677,No
23,100649,3,12000,17.27,4,621,Yes
26,106526,6,10000,7.88,2,622,No
23,114877,2,12000,11.71,3,578,No
23,106467,1,10000,7.51,2,645,No
26,115120,3,12000,10.65,4,598,No
26,114925,0,12000,8.49,4,659,No
23,114686,3,12000,9.63,4,523,No
23,106613,0,10000,8.94,2,598,No
24,114931,0,12000,7.88,3,669,No
22,106494,2,15000,11.83,4,663,No
25,106462,3,11000,11.14,4,631,No
22,85380,0,12000,15.68,3,659,Yes
25,116093,4,12000,9.99,4,664,No
25,116433,1,12000,11.99,3,660,No
23,106443,0,6625,11.22,3,567,No
22,116288,0,12000,13.61,3,699,No
25,106769,1,15000,13.49,3,519,No
26,106638,3,3000,10.59,4,709,No
22,106685,0,21000,6.17,2,588,No
22,107046,3,19000,14.61,3,592,No
23,92575,0,15000,11.89,2,605,Yes
24,107319,0,24000,11.01,2,600,No
23,106814,1,5000,13.99,4,665,No
23,107008,0,12000,7.51,4,593,No
24,121085,1,12000,7.9,2,601,No
26,107062,6,10000,8.59,4,638,No
25,121074,4,12000,9.91,3,619,No
22,107202,0,3000,5.79,3,596,No
24,107342,6,10000,11.49,4,651,No
22,107286,0,24000,6.62,3,535,No
25,107466,1,3000,6.62,2,636,No
23,92978,0,7200,20,2,646,Yes
26,107335,2,10000,11.36,3,537,No
25,93329,5,15000,14.96,2,608,Yes
22,107593,0,29000,15.65,2,655,No
22,107757,0,12600,7.66,3,696,No
26,107387,1,19200,14.65,4,680,No
26,107788,3,5000,11.83,4,659,No
24,79331,0,5000,16.77,4,601,Yes
24,107789,1,15000,17.58,4,628,No
23,121099,2,12000,13.57,3,582,No
23,106660,0,12000,14.61,4,649,Yes
25,107890,2,14000,7.49,2,654,No
25,94608,2,12000,16.4,4,665,Yes
22,108077,0,20000,10.99,4,672,No
26,125581,3,12000,12.21,3,512,No
25,93065,4,14500,15.95,2,649,Yes
26,107787,4,8000,10.99,2,664,No
23,126814,2,12000,12.61,2,735,No
24,107408,0,25000,13.11,3,628,No
25,112249,3,12000,13.12,2,655,Yes
24,133199,1,12000,7.9,2,636,No
22,107919,0,16000,13.22,4,562,No
25,132827,6,12000,12.23,2,624,No
26,132741,1,12000,7.88,2,636,No
26,132597,0,12000,11.01,2,650,No
25,107656,0,4500,11.01,3,617,No
26,108141,6,5800,11.97,2,670,No
21,134176,0,12000,13.11,2,621,No
26,135842,2,12000,13.49,4,557,No
23,108267,1,18000,7.9,4,668,No
24,136392,2,12000,7.49,2,589,No
22,108171,1,8000,5.79,4,544,No
26,139424,3,12000,10.99,3,636,No
24,138831,1,12000,6.54,3,572,No
22,143946,0,12000,10.36,2,566,No
23,145011,1,12000,11.71,4,612,No
25,144842,1,12000,11.01,4,645,No
25,108724,1,9000,11.11,4,666,No
22,108800,1,20000,12.53,2,667,No
24,94546,4,24000,15.96,4,708,Yes
25,145131,0,12000,9.01,2,708,No
25,148934,5,12000,9.63,2,700,No
25,148653,3,12000,10.75,2,670,No
23,109477,3,20000,14.65,3,590,No
26,150673,6,12000,6.99,4,632,No
25,43896,2,2400,12.21,2,620,No
22,43799,0,14000,11.26,4,573,No
23,136650,1,12000,15.28,3,681,Yes
26,108802,6,6000,9.91,3,654,No
24,80413,3,30000,19.42,3,611,Yes
23,44260,1,12000,12.53,2,674,No
25,109378,4,7750,7.51,4,669,No
23,108686,0,4000,10.65,3,713,No
25,109064,5,15000,12.42,2,584,No
23,153507,2,12000,10.37,4,654,No
23,109350,0,3600,12.69,3,660,No
22,108766,0,14300,6.03,4,626,No
26,94476,2,14000,9.91,4,565,Yes
24,108745,0,35000,10.65,3,536,No
25,44016,3,11200,9.76,4,673,No
25,109105,0,9500,11.71,4,629,No
26,157041,3,12000,14.22,2,515,No
25,109385,1,18000,9.91,2,636,No
26,164467,7,12000,14.72,2,687,No
22,94568,0,25000,16.77,2,674,Yes
23,168782,1,12000,11.12,3,674,No
22,44290,0,3250,7.75,4,674,No
25,108859,1,3600,7.9,2,648,No
24,109161,4,13000,12.42,3,616,No
26,181398,5,12000,7.9,3,712,No
23,109071,0,3000,6.03,4,661,No
24,109009,6,12000,7.51,3,699,No
23,108999,0,15000,6.03,3,638,No
24,151319,2,12000,14.27,2,703,Yes
24,109194,0,8000,9.91,4,653,No
23,108981,0,12000,11.01,3,665,No
24,43808,3,13000,5.79,2,628,No
22,109090,1,16000,6.03,4,619,No
23,204963,2,12000,11.11,2,611,No
25,108959,7,9000,12.69,3,527,No
24,108908,0,20000,7.9,3,578,No
25,80400,1,20000,15.27,4,594,Yes
26,108999,0,10000,6.62,4,688,No
23,252973,0,12000,10.59,2,620,No
25,271040,1,12000,16.49,2,651,No
23,109180,0,35000,8.9,4,576,No
24,108678,3,4300,7.9,4,658,No
22,109240,0,7000,11.01,2,636,No
21,109112,0,12000,6.03,3,608,No
23,44138,5,7000,14.74,4,603,No
23,109133,0,21000,12.42,2,644,No
25,43508,0,5000,11.01,4,672,No
22,43325,1,8000,6.03,2,636,No
26,126883,2,12100,11.01,2,591,No
24,51559,1,12125,11.01,3,613,No
26,108987,3,8000,5.42,3,624,No
23,80437,0,14000,11.01,3,632,Yes
22,109195,1,6400,5.99,2,538,No
24,109221,3,15000,9.99,4,667,No
22,44077,0,12200,11.49,3,679,Yes
25,108913,3,6000,6.99,3,536,No
21,99658,0,12200,6.03,2,678,No
23,29456,2,12250,13.16,4,645,Yes
23,32520,0,12250,10.37,4,590,Yes
26,109151,3,13000,10.59,3,615,No
24,32110,1,12250,11.49,2,671,Yes
24,109001,1,8000,12.99,2,615,No
24,35550,0,12250,9.99,4,610,Yes
23,108380,1,22000,6.99,4,687,No
23,108961,1,4900,6.99,2,688,No
22,108862,0,12000,10.99,2,623,No
21,37045,0,12250,14.59,3,657,Yes
22,36967,1,12250,13.67,4,565,Yes
26,39640,5,12250,11.01,2,657,Yes
25,109016,1,10000,5.42,2,546,No
25,108913,0,3000,11.49,4,681,No
21,36003,0,12250,13.61,4,668,Yes
24,109088,5,15000,8.49,3,636,No
25,108849,2,15000,8.49,2,644,No
23,109037,0,13675,7.49,4,654,No
24,44297,4,12250,11.49,2,670,Yes
24,108933,4,7000,10.99,3,648,No
23,43888,2,12250,10.74,3,650,Yes
23,43990,0,12250,11.01,3,640,Yes
25,94661,0,6000,15.62,3,596,Yes
22,53698,2,12250,15.99,2,696,Yes
25,108873,4,5600,9.99,4,593,No
24,60772,0,12250,14.72,3,703,No
25,55596,3,12250,14.84,3,608,Yes
23,73031,0,12250,10.59,3,657,No
23,109098,0,4000,5.42,3,685,No
24,74663,4,12250,12.23,4,675,No
26,109286,6,5175,11.99,2,647,No
24,36865,2,12300,10.74,2,604,Yes
23,39925,1,12300,11.01,3,537,Yes
23,109410,4,21000,7.49,4,677,No
23,47538,5,12300,11.01,2,564,Yes
25,109003,0,10000,15.28,2,591,No
23,67644,1,12300,11.01,4,577,No
24,109152,1,35000,12.68,2,627,No
25,108907,0,10000,10,2,603,No
24,108721,4,24000,13.06,2,672,No
26,51332,3,12375,7.51,3,634,No
21,108704,0,21000,11.01,4,675,No
25,51572,0,12375,7.29,4,630,No
25,96611,4,12375,10.91,4,618,No
22,42515,2,12400,11.01,4,497,Yes
24,109384,3,3000,11.01,4,683,No
23,108902,0,4800,10.36,4,686,No
22,68327,0,12400,10.74,4,606,No
22,109025,1,9500,11.01,3,640,No
25,45460,4,12450,16.32,2,526,Yes
23,38294,2,12500,10.65,4,694,Yes
25,108626,0,20000,6.54,3,658,No
26,108991,1,1000,6.17,4,679,No
24,109016,3,12000,13.35,3,676,No
23,80460,2,15000,14.83,4,537,Yes
24,108834,5,6000,5.79,4,681,No
25,43980,3,12500,11.72,4,614,Yes
24,39376,1,12500,12.87,3,607,Yes
23,109032,0,5000,5.42,4,671,No
26,49230,2,12500,6.92,2,603,Yes
22,36981,1,2800,6.54,3,661,No
22,109047,3,6000,9.25,2,583,No
23,109222,0,8500,5.79,4,631,No
23,109016,0,8000,10.36,3,691,No
25,109060,5,10000,12.61,3,705,No
22,40730,2,2800,15.62,3,667,Yes
22,109117,1,3500,9.25,2,582,No
24,40928,0,2800,16,3,581,Yes
22,43135,0,2800,10.37,4,678,No
21,45995,0,2800,7.88,4,621,No
26,47804,2,2800,10,2,650,No
22,49227,2,2800,7.49,4,709,No
22,48966,0,2800,7.49,2,675,No
24,48752,3,2800,10.25,2,572,No
25,109509,3,15000,13.61,3,681,No
24,49600,0,2800,6.99,4,603,No
21,108795,0,1500,10.75,4,470,No
24,108889,1,19750,13.61,2,688,No
25,108932,4,7500,6.76,4,654,No
25,108846,2,6000,11.01,4,711,No
26,44606,5,2800,13.35,4,565,Yes
25,45608,3,2800,16.29,3,628,Yes
25,108959,2,8500,15.21,3,555,No
24,109039,0,1700,10.75,3,665,No
25,53621,6,2800,6.92,3,636,No
22,108939,1,5000,10.75,4,604,No
22,55302,0,2800,13.49,2,646,No
22,109156,1,7000,7.14,4,640,No
22,56808,0,2800,10.37,3,656,No
22,109251,0,25000,12.73,4,590,No
26,43232,3,7500,7.9,3,678,No
22,109187,0,6400,9.88,3,590,No
26,108959,2,6500,7.14,3,680,No
24,61028,1,2800,5.79,2,614,No
25,108545,1,6000,7.14,3,667,No
25,109101,1,5000,6.76,4,606,No
24,109035,4,24000,17.56,3,601,No
24,53282,0,2800,14.17,2,661,Yes
26,61008,4,2800,13.61,3,630,No
23,61008,0,2800,11.86,2,669,No
22,108962,0,10000,7.88,3,659,No
26,64106,5,2800,13.47,4,658,No
21,58583,0,2800,8.9,2,668,Yes
22,68489,0,2800,15.31,2,657,No
25,108961,3,20000,11.01,3,621,No
23,89438,2,2800,15.21,2,634,Yes
23,94867,2,15000,15.31,4,635,Yes
24,105265,2,2800,14.65,4,624,No
21,42745,1,7200,15.23,4,616,No
25,109177,5,15000,12.18,2,630,No
23,149018,0,2800,13.49,3,687,No
25,109309,3,6000,7.74,4,671,No
24,95091,1,19500,15.31,4,630,Yes
22,43208,0,18500,7.49,3,608,No
23,23225,0,2775,7.68,2,645,No
23,21049,3,2750,16.77,2,682,Yes
25,94644,2,3000,11.48,3,599,Yes
25,94518,2,8000,16,2,695,Yes
26,109029,2,3200,13.22,4,630,No
22,108931,1,2500,13.22,2,689,No
26,109098,3,20000,11.01,3,603,No
23,73161,2,2750,15.23,4,599,No
23,109321,0,12000,12.18,4,680,No
25,108971,4,10000,8,4,699,No
24,38242,0,2725,10.74,2,563,No
22,108886,0,20000,11.26,2,598,No
21,109148,0,16000,11.26,4,516,No
23,109222,2,6000,11.89,4,688,No
23,94735,0,15250,11.01,2,653,Yes
21,19618,0,2700,20,3,611,Yes
24,109217,2,3000,13.79,4,681,No
23,109055,1,1500,12.84,2,663,No
23,108894,0,15000,16.32,2,623,No
26,94796,3,10000,9.63,4,642,Yes
25,108790,6,11000,9.32,3,652,No
23,30034,2,2700,10.75,2,599,Yes
25,94672,0,9000,11.78,2,644,Yes
24,108661,0,5000,8,4,648,No
24,108945,0,12000,11.01,4,652,No
24,109314,3,7500,11.01,3,678,No
23,31850,0,2700,7.29,3,634,No
24,108863,0,5000,11.34,4,563,No
25,108842,3,25000,10.39,3,662,No
26,36538,4,2700,10.75,2,717,No
22,38579,0,2700,6.91,4,585,No
24,39445,4,2700,11.01,3,696,No
26,108852,1,25000,11.09,4,687,No
25,43283,5,2700,7.88,2,659,No
26,108784,3,9500,8.07,2,559,No
25,109239,3,15000,7.88,4,632,No
23,109442,2,10150,11.97,3,623,No
23,94745,0,1200,11.01,3,576,Yes
22,95068,0,11000,17.99,3,643,Yes
24,109278,1,15000,10.38,3,645,No
25,61937,2,2700,9.7,2,582,No
24,109978,0,8000,11.01,2,684,No
25,56221,0,2700,15.96,2,529,Yes
22,110410,2,13200,14.79,4,644,No
24,119341,1,2700,13.49,4,622,No
24,110198,5,8400,10.99,2,580,No
21,110239,0,6000,9.99,2,700,No
24,110275,4,20000,16.32,4,488,No
26,23110,0,2675,9.91,4,606,No
24,110222,3,16000,7.88,3,523,No
23,49164,2,2675,8.07,4,547,No
23,110351,0,1000,11.71,3,594,No
24,110412,2,15000,6.03,4,682,No
24,109978,3,2400,9.91,4,613,No
24,110331,0,10000,10.99,4,591,No
23,110391,5,1500,14.54,4,515,No
21,27798,0,2650,9.88,3,664,No
23,95636,0,16000,14.09,3,610,Yes
23,110389,2,10000,16.32,3,619,No
23,56837,3,2650,10.59,2,704,No
22,110346,0,15000,7.88,2,654,No
23,110013,0,10000,13.61,4,663,No
24,95755,4,5000,15.33,2,655,Yes
23,110245,1,8000,17.19,4,644,No
21,110283,0,20000,10.62,2,493,No
24,110066,3,15000,7.88,4,666,No
24,19967,2,2600,11.01,2,645,Yes
22,25245,0,2600,6.92,4,635,No
21,42745,0,11000,7.88,2,587,No
23,110621,2,12000,11.01,3,570,No
24,26987,2,2600,19.29,4,713,Yes
24,110607,1,1000,7.68,3,642,No
26,81795,4,15000,14.11,4,639,Yes
21,33082,0,2600,13.22,2,671,No
24,109955,3,7000,8,3,622,No
24,110183,3,7500,10.39,2,608,No
23,110266,0,7500,11.97,2,666,No
23,110525,3,10000,13.43,2,640,No
25,96227,3,11200,14.79,3,597,Yes
21,43130,0,7000,14.59,3,642,No
25,42962,3,4000,13.11,2,629,No
23,110842,0,3000,8.88,2,696,No
22,110264,2,5000,11.48,2,639,No
25,110707,3,6000,7.68,4,658,No
24,96132,1,6500,11.78,3,676,Yes
24,110144,0,12000,7.49,3,671,No
22,110349,0,12000,11.83,2,587,No
23,42889,0,10000,10.25,2,671,No
22,42857,4,13200,13.48,3,704,No
22,58562,0,2600,11.12,3,551,No
21,110942,0,8000,13.61,2,612,No
23,89792,0,2600,15.27,3,613,No
25,121319,2,2600,7.9,3,653,No
26,42751,2,4175,7.74,4,611,No
26,82213,4,15000,16.49,3,604,Yes
23,111067,0,15000,9.91,2,571,No
23,111359,0,12000,6.62,3,608,No
21,16604,0,2525,11.01,2,684,Yes
24,70029,0,2525,11.01,4,580,No
23,12686,0,2500,14.59,3,645,Yes
23,111805,0,2400,12.69,2,697,No
22,111304,0,1400,11.01,3,612,No
23,111365,3,4800,7.49,2,691,No
22,42622,0,5000,11.14,2,551,No
24,111380,1,11000,10.99,3,530,No
26,111287,5,22500,10.99,2,675,No
23,50333,3,12500,13.57,4,514,No
21,51200,0,12500,8.94,2,642,No
26,82087,5,25000,15.65,2,633,Yes
23,111250,1,18000,12.68,2,685,No
24,111699,0,15000,11.11,4,546,No
25,45436,4,12500,14.61,4,671,Yes
22,16881,0,2500,9.91,4,620,Yes
22,18765,0,2500,11.01,2,596,Yes
24,111224,0,25000,17.93,2,586,No
26,18705,4,2500,13.47,4,681,Yes
24,111304,0,22000,10.99,4,569,No
23,19676,0,2500,10.65,2,642,Yes
24,111382,3,7200,9.88,2,691,No
23,82582,1,8000,15.33,3,691,Yes
23,19689,0,2500,7.29,3,632,Yes
23,111322,2,10000,16.7,2,589,No
23,111263,0,15600,16.35,3,700,No
23,111108,0,15000,11.26,2,518,No
23,110932,0,7000,13.47,4,697,No
25,111428,2,13000,11.26,2,615,No
26,111552,7,5600,11.46,3,645,No
22,111289,0,6000,12.22,2,589,No
23,111054,2,12950,9.96,2,681,No
25,21963,5,2500,12.53,4,655,No
21,22770,0,2500,7.88,2,576,No
26,96926,5,7500,15.23,2,575,Yes
22,22555,0,2500,11.89,4,693,No
23,111380,1,24250,11.12,4,617,No
22,23907,0,2500,14.22,2,563,Yes
24,24257,0,2500,13.84,3,565,Yes
26,111377,0,24250,14.72,4,661,No
25,97066,3,6000,8,2,607,Yes
26,97186,4,10000,11.01,2,670,Yes
25,25561,4,2500,15.7,2,676,Yes
24,111926,0,6000,11.01,4,643,No
21,24941,0,2500,13.79,3,687,No
25,46038,2,12500,18.62,3,643,Yes
26,112054,3,14500,7.88,4,695,No
24,97657,3,10000,11.66,2,645,Yes
25,54741,0,12500,10.37,3,631,No
22,112192,0,10200,11.01,4,670,No
23,56021,0,12500,11.11,2,646,No
26,57399,3,12500,11.86,3,573,No
21,59644,0,12500,7.49,4,666,No
26,53883,4,12500,20,2,694,Yes
23,112154,1,2500,11.01,2,668,No
22,61380,0,12500,7.29,2,688,No
25,112108,2,1500,14.65,2,616,No
22,112571,0,9250,7.9,3,664,No
24,60928,2,12500,7.88,3,534,No
26,112130,2,1500,9.63,2,551,No
23,112244,0,25000,10.99,4,626,No
24,42799,2,1700,10.38,2,672,No
22,42830,0,7350,14.22,2,638,No
23,112487,3,5000,8.94,4,605,No
26,112608,6,19000,10.37,4,689,No
26,42229,2,5500,7.51,2,597,No
25,112670,5,12000,16.77,4,659,No
21,63206,0,12500,11.01,3,575,No
25,112616,4,12000,6.62,2,633,No
24,67247,1,12500,12.87,2,505,No
23,112607,2,2000,7.9,4,676,No
26,62260,3,12500,14.18,4,673,Yes
22,112779,0,3600,7.9,3,704,No
26,112566,1,8000,6.99,2,565,No
26,112489,6,6000,10.99,3,709,No
25,112857,5,2000,15.23,4,668,No
24,42473,2,2000,11.71,3,667,No
23,97966,0,16000,11.99,3,669,Yes
22,73098,3,12500,10.59,4,536,No
24,73072,0,12500,11.49,2,527,No
23,72888,0,12500,10.25,3,614,No
25,73029,0,12500,11.89,2,682,No
24,65717,0,12500,14.5,4,613,Yes
22,75624,2,12500,7.29,2,566,No
22,76533,3,12500,10.25,3,564,No
26,112787,2,5600,11.01,4,618,No
22,79447,3,12500,6.91,2,697,No
26,112783,5,17500,7.51,4,643,No
23,79207,0,12500,11.48,4,652,No
23,112743,5,25000,12.73,3,735,No
25,112283,2,12000,7.88,4,663,No
23,112610,4,10000,9.88,3,644,No
21,112428,0,9800,12.73,3,649,No
24,84922,4,12500,7.88,3,555,No
25,97571,0,12500,9.38,2,603,No
23,101802,0,12500,6.54,4,673,No
24,88486,3,12500,6,2,693,Yes
23,41759,1,3200,7.14,3,514,No
26,114997,3,12500,12.61,2,648,No
24,112771,1,18000,11.78,3,695,No
23,112764,1,3000,7.12,3,562,No
22,112804,0,7500,11.01,4,550,No
25,112665,1,8450,13.49,2,522,No
24,132794,2,12500,9.62,4,703,No
25,113037,3,25000,15.58,4,631,No
22,112498,0,12000,11.49,3,594,No
22,112859,0,7000,9.63,2,674,No
26,113199,2,12000,11.26,2,656,No
22,37047,0,12600,11.99,4,619,Yes
25,52247,0,12600,11.26,3,663,No
25,113116,3,14000,12.23,4,681,No
26,113149,5,6250,14.83,3,700,No
24,58037,4,12600,11.83,2,590,No
22,89678,2,12600,10.65,3,648,No
22,132944,0,12600,10.75,2,648,No
23,84067,2,9600,11.01,4,641,Yes
24,113464,0,3600,5.42,2,500,No
22,228727,0,12600,6.92,4,604,No
22,113317,0,5000,9.99,2,586,No
21,112685,0,25000,10.36,3,626,No
25,84590,3,22000,19.79,3,631,Yes
25,113069,2,20000,10.62,3,470,No
23,28369,0,12700,14.27,4,639,Yes
22,113212,0,6000,11.01,2,675,No
22,99643,3,10000,11.46,3,657,Yes
23,84863,0,12700,11.01,2,580,No
22,63521,3,12750,18.25,4,595,Yes
25,113752,4,30000,10.65,4,569,No
23,113615,1,13000,6.03,4,623,No
22,114053,0,35000,15.23,4,658,No
24,39320,0,12800,12.42,3,684,Yes
23,46884,2,12800,8.9,4,689,Yes
26,113804,6,15000,6.17,2,625,No
24,113478,2,25000,11.49,4,634,No
22,48892,1,12800,8.9,2,530,Yes
21,49160,0,12800,12.69,2,593,Yes
23,48588,4,12800,16,3,629,Yes
25,114254,7,20000,11.01,4,716,No
26,51420,1,12800,10.59,2,620,No
22,54466,0,12800,12.73,2,568,No
26,113779,5,5000,7.68,3,636,No
22,51286,0,12800,15.21,2,664,Yes
23,56210,0,12800,19.41,3,603,Yes
26,64536,2,12800,5.42,4,514,No
22,114047,0,20000,8.88,2,572,No
23,114119,2,18000,6.54,3,668,No
22,114255,1,2400,10.59,4,621,No
25,114038,7,35000,7.49,3,597,No
24,68040,3,12800,11.01,4,626,No
26,114212,3,2000,5.42,2,648,No
25,114453,3,13500,10,2,702,No
23,70663,3,12800,12.42,2,696,No
23,72726,0,12800,10.59,4,677,No
22,114834,0,20000,11.49,4,514,No
26,72857,7,12800,12.84,2,671,No
23,114539,0,6000,14.27,3,619,No
26,115019,3,14000,6.03,4,677,No
23,100732,0,12000,9.76,2,530,Yes
23,114929,0,2000,5.42,3,608,No
23,115361,0,8000,13.22,2,485,No
25,115154,4,20000,10.74,3,569,No
23,77586,0,12800,14.35,4,598,No
23,114919,1,10000,9.91,3,532,No
23,114785,0,19000,7.51,4,670,No
21,86065,0,12800,14.96,4,637,No
23,114893,3,4400,7.9,3,614,No
24,94100,0,12800,11.01,4,527,No
23,85433,0,15000,8.9,4,678,Yes
23,115313,0,35000,7.9,4,492,No
24,95059,3,12800,14.11,4,650,Yes
25,124859,3,12800,15.7,4,581,No
24,115007,0,7450,12.69,4,658,No
22,114789,0,24000,7.9,4,651,No
22,114941,0,6400,7.9,4,633,No
24,114678,2,10000,10.65,4,591,No
24,114796,2,15000,12.69,2,649,No
26,43449,1,12875,11.01,2,582,Yes
26,114782,0,6600,7.51,4,629,No
22,39542,0,12875,12.53,4,617,Yes
26,114637,4,15000,15.96,2,603,No
21,53438,0,12875,15.31,2,678,Yes
22,114994,1,7200,11.49,2,577,No
24,70669,1,12950,11.01,4,670,No
22,61012,0,13000,12.42,2,558,No
23,115190,0,7200,14.79,4,613,No
23,53648,0,13000,18.39,3,679,Yes
22,60937,0,13000,12.23,3,633,No
26,60875,2,13000,11.01,3,609,No
22,41624,0,13750,6.92,2,665,No
26,115058,4,24000,10.99,3,695,No
23,53867,0,13000,17.26,3,611,Yes
23,115033,3,12000,11.99,3,684,No
26,60822,3,13000,12.09,3,597,No
26,114710,1,25000,16.89,2,706,No
24,56305,3,13000,13.47,2,628,Yes
24,100751,0,28000,16.49,3,680,Yes
24,115044,4,35000,11.99,2,620,No
25,63556,4,13000,15.31,2,644,No
25,114766,6,18000,10.99,3,638,No
22,115024,2,10400,5.42,4,684,No
22,63594,0,13000,8.94,2,622,No
23,114997,0,9950,8.49,4,625,No
